Department,Department Name,Property Id,Property Name,Address 1,City,State/Province,Postal Code,Property Area(ft²),Primary Property Type ,Year Built,Electricity Use (kWh),Natural Gas Use (therms),Propane Use (kBtu),Water Use (All Water Sources) (kgal),Percent of Electricity that is Green Power,Total Green Power - Onsite and Offsite (kWh),Site Energy Use (kBtu),ENERGY STAR Score,LEED Certified,Location
CAL FIRE,California Department of Forestry and Fire Protection,3940209,CSR-TCU Twain Harte FS 2014 E MPP,P.O. Box 308,Twain Harte,California,95383,,Fire Station,2009,61555.2,,,83.5,0%,0,,,,"P.O. Box 308
Twain Harte, California 95383
"
CAL FIRE,California Department of Forestry and Fire Protection,3940212,CSR-TCU Sierra CC 2014 RBO-E no energy meters,5100 O'Bymes Ferry Rd,Jamestown,California,95327,,Fire Station,1899,,,,8.6,,,,,,"5100 O'Bymes Ferry Rd
Jamestown, California 95327
"
CAL FIRE,California Department of Forestry and Fire Protection,3940216,CSR-TUU Badger FS - 2014 E - MPP,50601 Hwy 245,Badger,California,93641,,Fire Station,2014,15394.8,,,1253.7,0%,0,,,,"50601 Hwy 245
Badger, California 93641
"
CAL FIRE,California Department of Forestry and Fire Protection,3940217,CSR-TUU Fountain Springs FS 2014 E Complete,5560 Old Stage Road,Ducor,California,93218,,Fire Station,1940,43990,,,51.5,0%,0,150093.9,,,"5560 Old Stage Road
Ducor, California 93218
"
CAL FIRE,California Department of Forestry and Fire Protection,3940225,CSR-TUU Tyler Creek FS 2014 E Complete,40556 Mtn Rd.,California Hot Springs,California,93207,,Fire Station,1899,19444,,,32,0%,0,66342.9,,,"40556 Mtn Rd.
California Hot Springs, California 93207
"
CAL FIRE,California Department of Forestry and Fire Protection,3940227,CSR-TUU Mountain Home SF Winter HQ 2014 E MPP,44316 Bear Creek Rd./P.O. Box 517,Springville,California,93265,,Fire Station,1899,3886,,,2152.4,0%,0,,,,"44316 Bear Creek Rd./P.O. Box 517
Springville, California 93265
"
CAL FIRE,California Department of Forestry and Fire Protection,3940228,CSR-TUU Mnt Home SF Summer HQ & Visitor Ctr 2014 E MPP Local govt,P.O. Box 517,Springville,California,93265,,Fire Station,1899,,,,1253.7,,,,,,"P.O. Box 517
Springville, California 93265
"
CAL TRANS,California Department of Transportation,1245091,ROYAL OAKS WAREHOUSE,1900 ROYAL OAKS DR BETWEEN RTE 160 AND ARDEN WAY,SACRAMENTO,California,95815,102558,Non-Refrigerated Warehouse,1900,301495,11237.44599,,1614.3,0%,0,2152445.5,95,,"1900 ROYAL OAKS DR BETWEEN RTE 160 AND ARDEN WAY
SACRAMENTO, California 95815
"
CAL TRANS,California Department of Transportation,1355939,ECHO SUMMIT CONSTRUCTION LABORATORY,NORTH OF HIGHWAY 50 AT ECHO SUMMIT (ED-50-66 75),Little Norway,California,95721,500,Laboratory,1900,52366.6,,,0.6,0%,0,178674.9,,,"NORTH OF HIGHWAY 50 AT ECHO SUMMIT (ED-50-66 75)
Little Norway, California 95721
"
CAL TRANS,California Department of Transportation,1355945,ORINDA CONSTRUCTION LABORATORY,HIGHWAY 24 COMMUTERPARKING LOT15 Camino Pablo,ORINDA,California,94563,1200,Other,1900,12505.6,,,225,0%,0,42669.3,,,"HIGHWAY 24 COMMUTERPARKING LOT15 Camino Pablo
ORINDA, California 94563
"
CAL TRANS,California Department of Transportation,1386526,POINT REYES MAINTENANCE STATION,PM 292 ON HIGHWAY 1,POINT REYES STATION,California,94956,2908,Other,1900,2.3,,,140.4,0%,0,7.8,,,"PM 292 ON HIGHWAY 1
POINT REYES STATION, California 94956
"
CAL TRANS,California Department of Transportation,1386528,RED BLUFF MAINTENANCE STATION,13700 HWY 36 EAST; PM 44.4,RED BLUFF,California,96080,7900,Other,1900,45294.1,726.9999702,,3332.6,0%,0,227243.5,,,"13700 HWY 36 EAST; PM 44.4
RED BLUFF, California 96080
"
CAL TRANS,California Department of Transportation,1386530,SHINGLETOWN SAND HOUSE,2 MILES EAST OF  SHINGLETOWN ON HIGHWAY 44,Shingletown,California,96003,6120,Other,1900,12988.7,,,225,0%,0,44317.4,,,"2 MILES EAST OF SHINGLETOWN ON HIGHWAY 44
Shingletown, California 96003
"
CAL TRANS,California Department of Transportation,1386534,TERMO SAND HOUSE, 58 MILES NORTH OF  SUSANVILLE ON HIGHWAY 395,UNINCORPORATED - LAS CO,California,96130,5281,Other,1975,3936,,,225,0%,0,13429.6,,,"58 MILES NORTH OF SUSANVILLE ON HIGHWAY 395
UNINCORPORATED - LAS CO, California 96130
"
CAL TRANS,California Department of Transportation,1386536,TRINITY CENTER MAINTENANCE STATION,1/4 S OF TRINITY CENTER; HWY 3 PM 59.6,TRINITY CENTER,California,96091,11211,Other,1900,36738,,,93.6,0%,0,125350.1,,,"1/4 S OF TRINITY CENTER; HWY 3 PM 59.6
TRINITY CENTER, California 96091
"
CAL TRANS,California Department of Transportation,1386540,BIG SYCAMORE MAINTENANCE STATION,9077 PACIFIC COAST HWY,OXNARD,California,93030,4438,Other,1900,11813.4,,,140.4,0%,0,40307.2,,,"9077 PACIFIC COAST HWY
OXNARD, California 93030
"
CAL TRANS,California Department of Transportation,1386542,BOGARD SANDHOUSE,HWY 44 PM 14.5,Old Station,California,96130,1500,Other,1900,4921.5,,,225,0%,0,16792.3,,,"HWY 44 PM 14.5
Old Station, California 96130
"
CAL TRANS,California Department of Transportation,1386546,BURNEY JUNCTION SAND SALT STORAGE,HWY 299 PM 80.2,Burney,California,96003,1500,Other,1900,1886.5,,,225,0%,0,6436.7,,,"HWY 299 PM 80.2
Burney, California 96003
"
CAL TRANS,California Department of Transportation,1386548,CANBY SAND HOUSE,"HIGHWAY 299, 15 MI  WEST OF JCT RTE 299 AND 139",CANBY,California,96015,3280,Other,1962,1485,,,225,0%,0,5066.8,,,"HIGHWAY 299, 15 MI WEST OF JCT RTE 299 AND 139
CANBY, California 96015
"
CAL TRANS,California Department of Transportation,1386554,DORRIS SANDHOUSE,HWY 97 PM 49.8,UNINCORPORATED - SIS CO,California,96067,2433,Other,1900,2988,,,225,0%,0,10195.1,,,"HWY 97 PM 49.8
UNINCORPORATED - SIS CO, California 96067
"
CAL TRANS,California Department of Transportation,1386560,ESSEX MAINTENANCE STATION,OLD US HIGHWAY 66,ESSEX,California,92332,10972,Other,1900,52014.5,,,266.8,0%,0,177473.4,,,"OLD US HIGHWAY 66
ESSEX, California 92332
"
CAL TRANS,California Department of Transportation,1386562,LEE VINING MAINTENANCE STATION,US HIGHWAY 395 MNO 395 PM 51.6,LEE VINING,California,93541,9590,Other - Services,1900,15517.2,,,92,0%,0,52944.6,,,"US HIGHWAY 395 MNO 395 PM 51.6
LEE VINING, California 93541
"
CAL TRANS,California Department of Transportation,1386564,LEE'S SUMMIT SANDHOUSE,HWY 70 PM 55.2,UNINCORPORATED - PLU CO,California,96122,1500,Other,1960,3321,,,225,0%,0,11331.3,,,"HWY 70 PM 55.2
UNINCORPORATED - PLU CO, California 96122
"
CAL TRANS,California Department of Transportation,1386570,ORLEANS MAINTENANCE STATION,PO BOX 95,ORLEANS,California,95556,4093,Other,1900,27972.8,,,20.1,0%,0,95443.2,,,"PO BOX 95
ORLEANS, California 95556
"
CAL TRANS,California Department of Transportation,1386572,PINECREST SAND STORAGE,30 MILES EAST OF  SONORA ON HWY 108,PINECREST,California,95370,2100,Other,1900,10499,,,225,0%,0,35822.7,,,"30 MILES EAST OF SONORA ON HWY 108
PINECREST, California 95370
"
CAL TRANS,California Department of Transportation,1386574,RIO VISTA MAINTENANCE STATION,840 STATE HIGHWAY 12,RIO VISTA,California,94571,5592,Other,1900,37361.9,1152.999938,,249.1,0%,0,242778.7,,,"840 STATE HIGHWAY 12
RIO VISTA, California 94571
"
CAL TRANS,California Department of Transportation,1386580,SHANDON MAINTENANCE STATION,WEST CENTRE STREET,SHANDON,California,93461,2560,Other,1900,15101.5,,,221.4,0%,0,51526.3,,,"WEST CENTRE STREET
SHANDON, California 93461
"
CAL TRANS,California Department of Transportation,1386582,SONORA JUNCTION MAINTENANCE STATION,17 NORTH BRIDGEPORT,BRIDGEPORT,California,93517,4500,Other,1900,139390.4,,,117,0%,0,475600,,,"17 NORTH BRIDGEPORT
BRIDGEPORT, California 93517
"
CAL TRANS,California Department of Transportation,1386586,TEHACHAPI SAND STORAGE,"PM 905, HIGHWAY 202 AND HIGHWAY 58",TEHACHAPI,California,93561,4000,Other,1900,7661.4,,,225,0%,0,26140.7,,,"PM 905, HIGHWAY 202 AND HIGHWAY 58
TEHACHAPI, California 93561
"
CAL TRANS,California Department of Transportation,1386590,ADIN MAINTENANCE STATION,1187 HWY 299 PM 25.6,ADIN,California,96006,8608,Other,1942,32583.6,,,128.7,0%,0,111175.2,,,"1187 HWY 299 PM 25.6
ADIN, California 96006
"
CAL TRANS,California Department of Transportation,1386592,ALTURAS MAINTENANCE STATION,"406 E ST. HWY 395, PM 23.1",ALTURAS,California,96101,22555,Other,1900,73920,,,211,0%,0,252215,,,"406 E ST. HWY 395, PM 23.1
ALTURAS, California 96101
"
CAL TRANS,California Department of Transportation,1386598,BUCKHORN SANDHOUSE,"HWY 299 PM 69,64",UNINCORPORATED - TRI CO,California,96039,1877,Other,1960,1326,,,225,0%,0,4524.3,,,"HWY 299 PM 69,64
UNINCORPORATED - TRI CO, California 96039
"
CAL TRANS,California Department of Transportation,1386600,CAMP CONNELL MAINTENANCE STATION,1 MI NE OF HIGHWAY 4  FROM CAMP CONNELL,Arnold,California,95223,17549,Other,1900,142721.7,,,180.1,0%,0,486966.4,,,"1 MI NE OF HIGHWAY 4 FROM CAMP CONNELL
Arnold, California 95223
"
CAL TRANS,California Department of Transportation,1386612,FREDONYER SANDHOUSE,HWY 36 PM20.4,UNINCORPORATED - LAS CO,California,96130,985,Other,1960,1374,,,225,0%,0,4688.1,,,"HWY 36 PM20.4
UNINCORPORATED - LAS CO, California 96130
"
CAL TRANS,California Department of Transportation,1386614,GRASSHOPPER SANDHOUSE,HWY 139 PM  32.2,UNINCORPORATED - LAS CO,California,96130,1235,Other,1960,2382,,,225,0%,0,8127.4,,,"HWY 139 PM 32.2
UNINCORPORATED - LAS CO, California 96130
"
CAL TRANS,California Department of Transportation,1386620,KETTLEMAN CITY MAINTENANCE STATION,15 MI NE OF I-15  ON STATE HWY 41  and  RACINE AVE.,KETTLEMAN CITY,California,93239,4700,Other,1900,38371,1405.80018,,18,0%,0,271501.9,,,"15 MI NE OF I-15 ON STATE HWY 41 and RACINE AVE.
KETTLEMAN CITY, California 93239
"
CAL TRANS,California Department of Transportation,1386624,PLATINA MAINTENANCE STATION,HWY 36 PM 8.7,PLATINA,California,96076,6966,Other,1900,21382.9,5655.186997,,81.9,0%,0,638477.2,,,"HWY 36 PM 8.7
PLATINA, California 96076
"
CAL TRANS,California Department of Transportation,1386632,SEBASTOPOL MAINTENANCE STATION,1/2 MILE EAST OF  SEBASTOPOL ON SR 12,Santa Rosa,California,95472,2400,Other,1900,18065.6,,,58.5,0%,0,61639.9,,,"1/2 MILE EAST OF SEBASTOPOL ON SR 12
Santa Rosa, California 95472
"
CAL TRANS,California Department of Transportation,1386646,BUELLTON MAINTENANCE STATION,3427   JONATA PARK RD,BUELLTON,California,93427,5109,Other,1960,34215.9,350.2425755,,162.3,,0,,,,"3427 JONATA PARK RD
BUELLTON, California 93427
"
CAL TRANS,California Department of Transportation,1386648,CONWAY SUMMIT SAND STORAGE,80 MILES N OFBISHOP ON US 395,BRIDGEPORT,California,93517,3990,Other,1900,,,,225,,,,,,"80 MILES N OFBISHOP ON US 395
BRIDGEPORT, California 93517
"
CAL TRANS,California Department of Transportation,1386652,CUYAMA MAINTENANCE STATION,6470 ROUTE 166,NEW CUYAMA,California,93254,7100,Other - Services,1900,26155.9,,,23.4,0%,0,89243.9,,,"6470 ROUTE 166
NEW CUYAMA, California 93254
"
CAL TRANS,California Department of Transportation,1386654,DEATH VALLEY MAINTENANCE STATION,PARK VILLAGE ROAD AND HIGHWAY 190,DEATH VALLEY,California,92328,10906,Other,1900,26443.3,,,9033.5,0%,0,90224.6,,,"PARK VILLAGE ROAD AND HIGHWAY 190
DEATH VALLEY, California 92328
"
CAL TRANS,California Department of Transportation,1386660,FORT ROSS MAINTENANCE STATION,21265 COASTAL HIGHWAY,JENNER,California,95450,7891,Other,1900,57355.2,,,46.8,0%,0,195695.8,,,"21265 COASTAL HIGHWAY
JENNER, California 95450
"
CAL TRANS,California Department of Transportation,1386670,MIDWAY WELLS MAINTENANCE STATION,1/4 MI WEST OF EAST JCT 8/98,IMP CO,California,92227,4211,Other - Services,1900,20689.8,,,175.5,0%,0,70593.6,,,"1/4 MI WEST OF EAST JCT 8/98
IMP CO, California 92227
"
CAL TRANS,California Department of Transportation,1386680,TIP TOP SAND STORAGE,1 MI NORTH OF HWY 49  ON WASS ROAD,MARIPOSA,California,95338,4000,Other,1900,3936.1,,,225,0%,0,13429.8,,,"1 MI NORTH OF HWY 49 ON WASS ROAD
MARIPOSA, California 95338
"
CAL TRANS,California Department of Transportation,1386688,WOODSIDE MAINTENANCE STATION,5055 FARMHILL BOULEVARD,WOODSIDE,California,94061,8674,Other,1900,57156.5,4888.832613,,20.9,0%,0,683901.4,,,"5055 FARMHILL BOULEVARD
WOODSIDE, California 94061
"
CAL TRANS,California Department of Transportation,1386694,BECKWORTH MAINTENANCE STATION,"81313 HWY 70, PM81.7",BECKWOURTH,California,96122,6532,Other,1900,36253.8,,,128.7,0%,0,123698,,,"81313 HWY 70, PM81.7
BECKWOURTH, California 96122
"
CAL TRANS,California Department of Transportation,1386696,BODFISH MAINTENANCE STATION,3115 KERN CANYON ROAD W OF BODFISH and L,BODFISH,California,93226,7492,Other,1900,39761,,,39.6,0%,0,135664.5,,,"3115 KERN CANYON ROAD W OF BODFISH and L
BODFISH, California 93226
"
CAL TRANS,California Department of Transportation,1386698,BOONVILLE MAINTENANCE STATION,HIGHWAY 128 AND ANDERSON CREEK,BOONVILLE,California,95415,6671,Other,1900,21660.4,,,140.4,0%,0,73905.2,,,"HIGHWAY 128 AND ANDERSON CREEK
BOONVILLE, California 95415
"
CAL TRANS,California Department of Transportation,1386702,BRIDGEPORT MAINTENANCE STATION,1/2 MILE S OF B'PORT 1/2 MILE E OF US 395,BRIDGEPORT,California,93517,11171,Other,1900,107052.1,,,128.7,0%,0,365261.9,,,"1/2 MILE S OF B'PORT 1/2 MILE E OF US 395
BRIDGEPORT, California 93517
"
CAL TRANS,California Department of Transportation,1386704,CALISTOGA MAINTENANCE STATION,"TUBBS LANE NAP 29, PM 37.4",CALISTOGA,California,94515,3387,Other,1900,18472.1,,,65.8,0%,0,63026.8,,,"TUBBS LANE NAP 29, PM 37.4
CALISTOGA, California 94515
"
CAL TRANS,California Department of Transportation,1386706,CASTELLA SANDHOUSE,HWY 5 PM66.9,UNINCORPORATED - SHA CO,California,96003,2231,Other,1960,706.8,,,225,0%,0,2411.6,,,"HWY 5 PM66.9
UNINCORPORATED - SHA CO, California 96003
"
CAL TRANS,California Department of Transportation,1386708,CHESTER MAINTENANCE STATION,"1187 HWY 36, PM 6.6",CHESTER,California,96020,6755,Other,1900,91955.1,,,1500.9,0%,0,313750.9,,,"1187 HWY 36, PM 6.6
CHESTER, California 96020
"
CAL TRANS,California Department of Transportation,1386712,COULTERVILLE MAINTENANCE STATION,HIGHWAY 132 AND 49,COULTERVILLE,California,95311,4580,Other,1900,26405.5,,,8,0%,0,90095.6,,,"HIGHWAY 132 AND 49
COULTERVILLE, California 95311
"
CAL TRANS,California Department of Transportation,1386718,GIBSON MAINTENANCE STATION,25305 GIBSON ROAD; HWY 53.3,Chester,California,96051,9002,Other,1900,91955.1,,,81.9,0%,0,313750.9,,,"25305 GIBSON ROAD; HWY 53.3
Chester, California 96051
"
CAL TRANS,California Department of Transportation,1386724,KYBURZ MAINTENANCE STATION,"1/2 MI W OF KYBURZ,  1/4 MILE NORTH OF ROUTE 50",KYBURZ,California,95720,12853,Other,1900,99770.1,,,163.8,0%,0,340415.6,,,"1/2 MI W OF KYBURZ, 1/4 MILE NORTH OF ROUTE 50
KYBURZ, California 95720
"
CAL TRANS,California Department of Transportation,1386739,SEIAD VALLEY MAINTENANCE STATION,14 DIAMOND J RD; OFF HWY 96 PM 60.8,SEIAD VALLEY,California,96086,3256,Other,1900,1032,,,93.6,0%,0,3521.2,,,"14 DIAMOND J RD; OFF HWY 96 PM 60.8
SEIAD VALLEY, California 96086
"
CAL TRANS,California Department of Transportation,1386747,TAHOE CITY MAINTENANCE STATION,551 NELSON AVE,TAHOE CITY,California,96145,13623,Other,1953,102079.8,,,410.5,0%,0,348296.3,,,"551 NELSON AVE
TAHOE CITY, California 96145
"
CAL TRANS,California Department of Transportation,1386749,WEAVERVILLE MAINTENANCE STATION, MEMORIAL DRIVE; OFF HWY 299 PM 51.2,WEAVERVILLE,California,96093,8593,Other,1900,63360,,,651.6,0%,0,216184.3,,,"MEMORIAL DRIVE; OFF HWY 299 PM 51.2
WEAVERVILLE, California 96093
"
CAL TRANS,California Department of Transportation,1386751,WHITMORE MAINTENANCE STATION,I - 80 (4mi JEO Baxter) P.O. Box 1193,Emigrant Gap,California,95701,56816,Other,1900,284481.3,,,365,0%,0,970650.2,,,"I - 80 (4mi JEO Baxter) P.O. Box 1193
Emigrant Gap, California 95701
"
CAL TRANS,California Department of Transportation,1386757,BODEGA BAY MAINTENANCE STATION,"1/2 MI NW OF BODEGA  BAY, COASTAL HWY 1",BODEGA BAY,California,94923,2037,Other,1900,,,,165,,,,,,"1/2 MI NW OF BODEGA BAY, COASTAL HWY 1
BODEGA BAY, California 94923
"
CAL TRANS,California Department of Transportation,1386759,COLUSA MAINTENANCE STATION,1401 WILL SOUTH GREEN RD,COLUSA,California,95932,9766,Other,1900,50727.8,10950.60006,,181,0%,0,1268143.2,,,"1401 WILL SOUTH GREEN RD
COLUSA, California 95932
"
CAL TRANS,California Department of Transportation,1386761,CRESTVIEW MAINTENANCE STATION,48 MILES NORTH OF BISHOP ON US 395 MNO 395,CRESTVIEW,California,93529,7543,Other,1900,66669.8,,,46.8,0%,0,227477.4,,,"48 MILES NORTH OF BISHOP ON US 395 MNO 395
CRESTVIEW, California 93529
"
CAL TRANS,California Department of Transportation,1386767,FRAZIER MOUNTAIN PARKSAND/SALT STORAGE,SW CORNER OF LEBEC AND FRAZIER MTN PARK RD,UNINCORPORATED - LA CO,California,93243,6000,Other,1900,,,,165,,,,,,"SW CORNER OF LEBEC AND FRAZIER MTN PARK RD
UNINCORPORATED - LA CO, California 93243
"
CAL TRANS,California Department of Transportation,1386769,GEYSERVILLE MAINTENANCE STATION,"GEYSERVILLE RD, N OF CANYON RD",GEYSERVILLE,California,95441,3413,Other,1900,11146.5,71.1501888,,69.1,0%,0,45146.9,,,"GEYSERVILLE RD, N OF CANYON RD
GEYSERVILLE, California 95441
"
CAL TRANS,California Department of Transportation,1386771,GRASS LAKE MAINTENANCE STATION,21131 HWY 97 PM 20.2,UNINCORPORATED - SIS CO,California,96094,9470,Other,1969,39199.8,,,117,0%,0,133749.7,,,"21131 HWY 97 PM 20.2
UNINCORPORATED - SIS CO, California 96094
"
CAL TRANS,California Department of Transportation,1386777,HILT SANDHOUSE,HWY 5 PM 69.7,UNINCORPORATED - SIS CO,California,96067,2712,Other,1960,4698,,,165,0%,0,16029.6,,,"HWY 5 PM 69.7
UNINCORPORATED - SIS CO, California 96067
"
CAL TRANS,California Department of Transportation,1386779,LEMON COVE MAINTENANCE STATION,33685 COUNTY RD 248,LEMONCOVE,California,93244,2901,Other,1900,2236.3,,,140.4,0%,0,7630.1,,,"33685 COUNTY RD 248
LEMONCOVE, California 93244
"
CAL TRANS,California Department of Transportation,1386783,MCKITTRICK MAINTENANCE STATION,"HWY 33, 1/4 MI WEST  OF HWY 58",MC KITTRICK,California,93251,2088,Other,1900,1285.3,,,20.2,0%,0,4385.3,,,"HWY 33, 1/4 MI WEST OF HWY 58
MC KITTRICK, California 93251
"
CAL TRANS,California Department of Transportation,1386785,MIDPINES MAINTENANCE STATION,6610 HIGHWAY 140,MIDPINES,California,95345,11148,Other,1900,77972.2,,,81.9,0%,0,266041.1,,,"6610 HIGHWAY 140
MIDPINES, California 95345
"
CAL TRANS,California Department of Transportation,1386821,BURNEY MAINTENANCE STATION,"37334 MAIN ST; HWY 299, PM 75.6",BURNEY,California,96013,8112,Other,1900,31046.4,12782.20803,,1387.5,,0,,,,"37334 MAIN ST; HWY 299, PM 75.6
BURNEY, California 96013
"
CAL TRANS,California Department of Transportation,1386823,BURNT MILL MAINTENANCE STATION,28172   HIGHWAY 18,LK ARROWHEAD,California,92352,9743,Other - Services,1960,103226,5940.21104,,81.9,0%,0,946228.2,,,"28172 HIGHWAY 18
LK ARROWHEAD, California 92352
"
CAL TRANS,California Department of Transportation,1386827,CAMBRIA MAINTENANCE STATION,5   GREEN VALLEY RD,CAMBRIA,California,93428,8538,Other,1960,34223.2,1563.470638,,46.8,0%,0,273116.7,,,"5 GREEN VALLEY RD
CAMBRIA, California 93428
"
CAL TRANS,California Department of Transportation,1386829,CEDAR PASS SANDHOUSE,HWY 299 PM 50.2,UNINCORPORATED - MOD CO,California,96006,1500,Other,1960,6577.8,,,165,0%,0,22443.5,,,"HWY 299 PM 50.2
UNINCORPORATED - MOD CO, California 96006
"
CAL TRANS,California Department of Transportation,1386837,GARBERVILLE MAINTENANCE STATION,1500 REDWOOD DRIVE,GARBERVILLE,California,95542,6307,Other,1990,67472.3,,,82.3,0%,0,230215.5,,,"1500 REDWOOD DRIVE
GARBERVILLE, California 95542
"
